component_id,id,name,description,tags,file,line
a8097269-0c33-49b1-9334-9a514d11509e,1060744754,SIMULATOR,Gazebo simulator plugin probe,gazebo;gazebo-plugin;simulator;control-plane,gazebo_probe_plugin.cpp,33
